Title,Tag,Title_and_tag,Link,Category,Author,Image
The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,"helpful, emotional, basic, fake, left, right, predatory, overwhelmed, behavioral, practical,","The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind helpful, emotional, basic, fake, left, right, predatory, overwhelmed, behavioral, practical,",https://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/ref=sr_1_13?qid=1636075001&s=books&sr=1-13,Medical Books,"Daniel J. Siegel, Tina Payne Bryson, ",https://m.media-amazon.com/images/I/81e45n+1c8L._AC_UY218_.jpg
The Premonition: A Pandemic Story,"public, historical, hard, great, pandemic, good, bad, incompetent, local, critical,","The Premonition: A Pandemic Story public, historical, hard, great, pandemic, good, bad, incompetent, local, critical,",https://www.amazon.com/Premonition-Pandemic-Story-Michael-Lewis/dp/0393881555/ref=sr_1_14?qid=1636075001&s=books&sr=1-14,Medical Books,"Michael Lewis, ",https://m.media-amazon.com/images/I/51y4sn12xoS._AC_UY218_.jpg
"DBT® Skills Training Handouts and Worksheets, Second Edition","well, odd, entire, potential, gross, grammatical, sorry, physical, able, unhappy,","DBT® Skills Training Handouts and Worksheets, Second Edition well, odd, entire, potential, gross, grammatical, sorry, physical, able, unhappy,",https://www.amazon.com/Skills-Training-Handouts-Worksheets-Second/dp/1572307811/ref=sr_1_15?qid=1636075001&s=books&sr=1-15,Medical Books,"Marsha M. Linehan, ",https://m.media-amazon.com/images/I/7120nwYHQ3L._AC_UY218_.jpg
"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids","good, practical, young, inexperienced, experienced, special, intuitive, specific, challenging, onboard,","Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids good, practical, young, inexperienced, experienced, special, intuitive, specific, challenging, onboard,",https://www.amazon.com/Raising-Good-Humans-Parenting-Confident/dp/B08FW8M7WG/ref=sr_1_16?qid=1636075001&s=books&sr=1-16,Medical Books,"Hunter Clarke-Fields MSAE, ",https://m.media-amazon.com/images/I/81mCI-Q1UPL._AC_UY218_.jpg
Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"drunk, known, certain, horrible, grammatical, awful, messy, different, sure, easy,","Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It drunk, known, certain, horrible, grammatical, awful, messy, different, sure, easy,",https://www.amazon.com/Not-All-Diamonds-Ros%C3%A9-Housewives/dp/1250765781/ref=sr_1_1?qid=1636075088&s=books&sr=1-1,Business & Money,"Dave Quinn, ",https://m.media-amazon.com/images/I/71BMsKPqsIS._AC_UY218_.jpg
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"new, right, human, bad, great, incongruent, useful, easy, good, strange,","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones new, right, human, bad, great, incongruent, useful, easy, good, strange,",https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=sr_1_2?qid=1636075088&s=books&sr=1-2,Business & Money,"James Clear, ",https://m.media-amazon.com/images/I/81iAADNy2NL._AC_UY218_.jpg
The 48 Laws of Power,"smart, old, hungry, different, white, narcissistic, high, good, bad, human,","The 48 Laws of Power smart, old, hungry, different, white, narcissistic, high, good, bad, human,",https://www.amazon.com/48-Laws-Power-Robert-Greene/dp/0140280197/ref=sr_1_3?qid=1636075088&s=books&sr=1-3,Business & Money,"Robert Greene, ",https://m.media-amazon.com/images/I/71951W96oWL._AC_UY218_.jpg
Vanderbilt: The Rise and Fall of an American Dynasty,"fascinating, personal, previous, second, numerous, gay, old, helpful, informative, natural,","Vanderbilt: The Rise and Fall of an American Dynasty fascinating, personal, previous, second, numerous, gay, old, helpful, informative, natural,",https://www.amazon.com/Vanderbilt-Rise-Fall-American-Dynasty/dp/0062964615/ref=sr_1_4?qid=1636075088&s=books&sr=1-4,Business & Money,"Anderson Cooper, Katherine Howe, ",https://m.media-amazon.com/images/I/81ur4nwZdBL._AC_UY218_.jpg
The High 5 Habit: Take Control of Your Life with One Simple Habit,"entire, bored, deep, dirty, white, touchy, good, positive, professional, academic,","The High 5 Habit: Take Control of Your Life with One Simple Habit entire, bored, deep, dirty, white, touchy, good, positive, professional, academic,",https://www.amazon.com/High-Habit-Take-Control-Simple/dp/B09DTFV5FH/ref=sr_1_5?qid=1636075088&s=books&sr=1-5,Business & Money,"Mel Robbins, ",https://m.media-amazon.com/images/I/71UtkPg4oVL._AC_UY218_.jpg
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"sized, free, tiny, straight, fast, able, well, different, imaginary, sure,","Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not! sized, free, tiny, straight, fast, able, well, different, imaginary, sure,",https://www.amazon.com/Rich-Dad-Poor-Teach-Middle/dp/1612680178/ref=sr_1_6?qid=1636075088&s=books&sr=1-6,Business & Money,"Robert T. Kiyosaki, ",https://m.media-amazon.com/images/I/81bsw6fnUiL._AC_UY218_.jpg
"The Daily Laws: 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature","open, basic, excessive, disapppointed, awesome, cool, previous, real, machiavellian, possible,","The Daily Laws: 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature open, basic, excessive, disapppointed, awesome, cool, previous, real, machiavellian, possible,",https://www.amazon.com/Daily-Laws-Meditations-Seduction-Strategy/dp/0593299213/ref=sr_1_7?qid=1636075088&s=books&sr=1-7,Business & Money,"Robert Greene, ",https://m.media-amazon.com/images/I/7160L8nRb9S._AC_UY218_.jpg
StrengthsFinder 2.0,"free, long, open, unique, audible, new, fun, brief, remaining, customized,","StrengthsFinder 2.0 free, long, open, unique, audible, new, fun, brief, remaining, customized,",https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_9?qid=1636075088&s=books&sr=1-9,Business & Money,"Tom Rath, ",https://m.media-amazon.com/images/I/81tCLH5fY0L._AC_UY218_.jpg
Extreme Ownership: How U.S. Navy SEALs Lead and Win,"unique, elementary, large, disappointed, recent, excited, modern, excellent, helpful, crazy,","Extreme Ownership: How U.S. Navy SEALs Lead and Win unique, elementary, large, disappointed, recent, excited, modern, excellent, helpful, crazy,",https://www.amazon.com/Extreme-Ownership-audiobook/dp/B015TM0RM4/ref=sr_1_10?qid=1636075088&s=books&sr=1-10,Business & Money,"Jocko Willink, ",https://m.media-amazon.com/images/I/81zCJh6xsQL._AC_UY218_.jpg
Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,"personal, different, direct, new, marxist, western, useless, decent, previous, applicable,","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. personal, different, direct, new, marxist, western, useless, decent, previous, applicable,",https://www.amazon.com/Dare-Lead-Brave-Conversations-Hearts/dp/0399592520/ref=sr_1_11?qid=1636075088&s=books&sr=1-11,Business & Money,"Brené Brown, ",https://m.media-amazon.com/images/I/71aXJNlUbjL._AC_UY218_.jpg
"Peak Mind: Find Your Focus, Own Your Attention, Invest 12 Minutes a Day","little, worth, total, helpful, coherent,","Peak Mind: Find Your Focus, Own Your Attention, Invest 12 Minutes a Day little, worth, total, helpful, coherent,",https://www.amazon.com/Peak-Mind-Attention-Invest-Minutes/dp/B08V5KFRM5/ref=sr_1_12?qid=1636075088&s=books&sr=1-12,Business & Money,"Amishi P. Jha, ",https://m.media-amazon.com/images/I/716nrtK5LPL._AC_UY218_.jpg
Think Again: The Power of Knowing What You Don't Know,"interesting, appropriate, helpful, new, shallow, righteous, laden, trump, old, global,","Think Again: The Power of Knowing What You Don't Know interesting, appropriate, helpful, new, shallow, righteous, laden, trump, old, global,",https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=sr_1_13?qid=1636075088&s=books&sr=1-13,Business & Money,"Adam Grant, ",https://m.media-amazon.com/images/I/71tHmRxhU5S._AC_UY218_.jpg
The 7 Habits of Highly Effective People: 30th Anniversary Edition,"audible, small, good, disappointing, cheap, impossible, huge, rough, difficult, personal,","The 7 Habits of Highly Effective People: 30th Anniversary Edition audible, small, good, disappointing, cheap, impossible, huge, rough, difficult, personal,",https://www.amazon.com/Habits-Highly-Effective-People-Powerful/dp/1982137274/ref=sr_1_14?qid=1636075088&s=books&sr=1-14,Business & Money,"Stephen R. Covey, ",https://m.media-amazon.com/images/I/71JBhC0xw8L._AC_UY218_.jpg
"Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (Mental and Emotional Abundance)","terrible, open, new, common, disappointed, basic, effective, entire, frustrating, isolated,","Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (Mental and Emotional Abundance) terrible, open, new, common, disappointed, basic, effective, entire, frustrating, isolated,",https://www.amazon.com/Stop-Overthinking-Techniques-Declutter-Emotional/dp/B08XLLF3PG/ref=sr_1_15?qid=1636075088&s=books&sr=1-15,Business & Money,"Nick Trenton, ",https://m.media-amazon.com/images/I/71sk+qmIRqL._AC_UY218_.jpg
The Five Dysfunctions of a Team: A Leadership Fable,"mediocre, scientific, bland, substantial, specific, clueless, fictional, difficult, actual, personal,","The Five Dysfunctions of a Team: A Leadership Fable mediocre, scientific, bland, substantial, specific, clueless, fictional, difficult, actual, personal,",https://www.amazon.com/Five-Dysfunctions-Team-Leadership-Fable/dp/0787960756/ref=sr_1_16?qid=1636075088&s=books&sr=1-16,Business & Money,"Patrick Lencioni, ",https://m.media-amazon.com/images/I/51QArmq8raL._AC_UY218_.jpg
Dune,"real, super, main, worth, scheming, major, straight, psychic, unstoppable, creative,","Dune real, super, main, worth, scheming, major, straight, psychic, unstoppable, creative,",https://www.amazon.com/Dune-Frank-Herbert-audiobook/dp/B000R34YKC/ref=sr_1_1?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-1&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Frank Herbert, ",https://m.media-amazon.com/images/I/91JV0+3BRGL._AC_UY218_.jpg
Fizban's Treasury of Dragons (Dungeon & Dragons Book) (Dungeons & Dragons),"fantastic, great, massive, draconic, solid, regional, simple, cool, helpful, real,","Fizban's Treasury of Dragons (Dungeon & Dragons Book) (Dungeons & Dragons) fantastic, great, massive, draconic, solid, regional, simple, cool, helpful, real,",https://www.amazon.com/Fizbans-Treasury-Dragons-Dungeon-Dungeons/dp/0786967293/ref=sr_1_2?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-2&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81vkPphfchS._AC_UY218_.jpg
Frank Herbert's Dune Saga Collection: Books 1 - 6,"hard, old, awful, boxed, profound, edited, kind, despicable, evil, friendly,","Frank Herbert's Dune Saga Collection: Books 1 - 6 hard, old, awful, boxed, profound, edited, kind, despicable, evil, friendly,",https://www.amazon.com/Frank-Herberts-Dune-Saga-Collection-ebook/dp/B088QLJGZC/ref=sr_1_4?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-4&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Frank Herbert, ",https://m.media-amazon.com/images/I/81qT11TDDRL._AC_UY218_.jpg
The Midnight Library: A Novel,"infinite, new, possible, heavy, obvious, interesting, good, ethereal, alternative, expected,","The Midnight Library: A Novel infinite, new, possible, heavy, obvious, interesting, good, ethereal, alternative, expected,",https://www.amazon.com/Midnight-Library-Novel-Matt-Haig-ebook/dp/B085BVSXS9/ref=sr_1_5?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-5&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Matt Haig, ",https://m.media-amazon.com/images/I/81PJSYXThJL._AC_UY218_.jpg
Player's Handbook (Dungeons & Dragons),"old, different, clunky, accessible, mechanical, lethal, simulacrum, rich, original, low,","Player's Handbook (Dungeons & Dragons) old, different, clunky, accessible, mechanical, lethal, simulacrum, rich, original, low,",https://www.amazon.com/Players-Handbook-Dungeons-Dragons-Wizards/dp/0786965606/ref=sr_1_6?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-6&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81pViXqeVLL._AC_UY218_.jpg
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","bad, ok, little, actual, great, ridiculous, good, overwhelming, positive, average,","The Alchemist, 25th Anniversary: A Fable About Following Your Dream bad, ok, little, actual, great, ridiculous, good, overwhelming, positive, average,",https://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005/ref=sr_1_7?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-7&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Paulo Coelho, ",https://m.media-amazon.com/images/I/51kcX5PpaZL._AC_UY218_.jpg
Fahrenheit 451,"accurate, disappointed, social, big, little, bad, future, original, obvious, egregious,","Fahrenheit 451 accurate, disappointed, social, big, little, bad, future, original, obvious, egregious,",https://www.amazon.com/Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=sr_1_8?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-8&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Ray Bradbury, ",https://m.media-amazon.com/images/I/71OFqSRFDgL._AC_UY218_.jpg
Project Hail Mary,"new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,","Project Hail Mary new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,",https://www.amazon.com/Project-Hail-Mary/dp/B08GB58KD5/ref=sr_1_9?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-9&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Andy Weir, ",https://m.media-amazon.com/images/I/91vS2L5YfEL._AC_UY218_.jpg
"Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen)","extra, old, specific, 2nd, big, disappointed, nice, standard, cool, perfect,","Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen) extra, old, specific, 2nd, big, disappointed, nice, standard, cool, perfect,",https://www.amazon.com/Dungeons-Dragons-Rulebooks-Slipcase-Handbook/dp/0786966629/ref=sr_1_10?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-10&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/71BURLYgGhL._AC_UY218_.jpg
Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons),"magical, new, interesting, solid, martial, particular, environmental, experienced, incomplete, racial,","Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons) magical, new, interesting, solid, martial, particular, environmental, experienced, incomplete, racial,",https://www.amazon.com/Cauldron-Everything-Expansion-Dungeons-Dragons/dp/0786967021/ref=sr_1_11?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-11&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81yi-m3C8UL._AC_UY218_.jpg
1984,"philosophical, personal, old, smart, natural, questionable, certain, powerful, interesting, well,","1984 philosophical, personal, old, smart, natural, questionable, certain, powerful, interesting, well,",https://www.amazon.com/1984-Signet-Classics-George-Orwell/dp/0451524934/ref=sr_1_12?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-12&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"George Orwell, ",https://m.media-amazon.com/images/I/91Q56n9K99L._AC_UY218_.jpg
The Chronicles of Narnia Adult Box Set,"unknown, eastern, large, small, ridiculous, new, mysterious, narrative, familiar, wrong,","The Chronicles of Narnia Adult Box Set unknown, eastern, large, small, ridiculous, new, mysterious, narrative, familiar, wrong,",https://www.amazon.com/Chronicles-Narnia-Adult-Box-Set/dp/B0835YQDTQ/ref=sr_1_13?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-13&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"C. S. Lewis, ",https://m.media-amazon.com/images/I/91H85tYZlgL._AC_UY218_.jpg
Children of Dune,"actual, heavy, well, main, psychedelic, bad, different, blurry, bright, normal,","Children of Dune actual, heavy, well, main, psychedelic, bad, different, blurry, bright, normal,",https://www.amazon.com/Children-of-Dune-Frank-Herbert-audiobook/dp/B0013O8X60/ref=sr_1_14?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-14&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Frank Herbert, ",https://m.media-amazon.com/images/I/91HRPXPV+NL._AC_UY218_.jpg
The Invisible Life of Addie LaRue,"wonderful, romantic, emotional, disappointed, stubborn, present, physical, correct, negative, current,","The Invisible Life of Addie LaRue wonderful, romantic, emotional, disappointed, stubborn, present, physical, correct, negative, current,",https://www.amazon.com/Invisible-Life-Addie-LaRue/dp/B0844PWK76/ref=sr_1_15?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-15&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"V. E. Schwab, ",https://m.media-amazon.com/images/I/A1+4KMJPKPL._AC_UY218_.jpg
"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)","invaluable, upper, great, excess, light, good, physical, awful, poor, safe,","Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game) invaluable, upper, great, excess, light, good, physical, awful, poor, safe,",https://www.amazon.com/Dungeons-Dragons-Dungeon-Rulebook-Roleplaying/dp/0786965622/ref=sr_1_16?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-16&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81ZmhRwdUjL._AC_UY218_.jpg
The Lincoln Highway: A Novel,"good, little, great, brilliant, aimless, teenage, old, mature, introspective, precocious,","The Lincoln Highway: A Novel good, little, great, brilliant, aimless, teenage, old, mature, introspective, precocious,",https://www.amazon.com/Lincoln-Highway-Novel-Amor-Towles-ebook/dp/B08WRH53MY/ref=sr_1_1?qid=1636075278&s=books&sr=1-1,"Mystery, Thriller & Suspense","Amor Towles, ",https://m.media-amazon.com/images/I/81GrCFh4oEL._AC_UY218_.jpg
The Judge's List: A Novel,"double, unique, distinctive, legal, exciting, available, disappointed, principle, predictable, little,","The Judge's List: A Novel double, unique, distinctive, legal, exciting, available, disappointed, principle, predictable, little,",https://www.amazon.com/The-Judges-List-A-Novel/dp/B093N8JP2B/ref=sr_1_2?qid=1636075278&s=books&sr=1-2,"Mystery, Thriller & Suspense","John Grisham, ",https://m.media-amazon.com/images/I/71N7vj5cSkL._AC_UY218_.jpg
State of Terror: A Novel,"good, political, confusing, fictional, left, russian, bad, multiple, terrible, excellent,","State of Terror: A Novel good, political, confusing, fictional, left, russian, bad, multiple, terrible, excellent,",https://www.amazon.com/State-Terror-Novel-Louise-Penny/dp/198217367X/ref=sr_1_3?qid=1636075278&s=books&sr=1-3,"Mystery, Thriller & Suspense","Louise Penny, Hillary Rodham Clinton, ",https://m.media-amazon.com/images/I/71ogguMNzHS._AC_UY218_.jpg
Apples Never Fall,"toxic, new, skilled, domestic, literary, hard, ok, complicated, good, bad,","Apples Never Fall toxic, new, skilled, domestic, literary, hard, ok, complicated, good, bad,",https://www.amazon.com/Apples-Never-Fall/dp/B08V8939WY/ref=sr_1_4?qid=1636075278&s=books&sr=1-4,"Mystery, Thriller & Suspense","Liane Moriarty, ",https://m.media-amazon.com/images/I/81ZV+TzlboL._AC_UY218_.jpg
The Last Thing He Told Me: A Novel,"backwards, miserable, vague, ick, surprising, flat, repetitive, melodramatic, slight, obnoxious,","The Last Thing He Told Me: A Novel backwards, miserable, vague, ick, surprising, flat, repetitive, melodramatic, slight, obnoxious,",https://www.amazon.com/Last-Thing-He-Told-Me/dp/1501171348/ref=sr_1_5?qid=1636075278&s=books&sr=1-5,"Mystery, Thriller & Suspense","Laura Dave, ",https://m.media-amazon.com/images/I/51G2Y+mbUpL._AC_UY218_.jpg
Better Off Dead: A Jack Reacher Novel,"stupid, second, dull, real, cryptic, good, original, intended, apt, physical,","Better Off Dead: A Jack Reacher Novel stupid, second, dull, real, cryptic, good, original, intended, apt, physical,",https://www.amazon.com/Better-Off-Dead-Reacher-Novel-ebook/dp/B08SBMCSQQ/ref=sr_1_6?qid=1636075278&s=books&sr=1-6,"Mystery, Thriller & Suspense","Lee Child, ",https://m.media-amazon.com/images/I/81s62RyNcUL._AC_UY218_.jpg
Game On: Tempting Twenty-Eight (Stephanie Plum Book 28),"annoying, flat, sexy, tight, zany, extra, stretchy, free, bitter, high,","Game On: Tempting Twenty-Eight (Stephanie Plum Book 28) annoying, flat, sexy, tight, zany, extra, stretchy, free, bitter, high,",https://www.amazon.com/Game-Tempting-Twenty-Eight-Stephanie-Plum-ebook/dp/B08VJM3RKN/ref=sr_1_7?qid=1636075278&s=books&sr=1-7,"Mystery, Thriller & Suspense","Janet Evanovich, ",https://m.media-amazon.com/images/I/71PyDZPQcBL._AC_UY218_.jpg
Silverview: A Novel,"early, good, great, slow, extraneous, hard, well, rich, deep, 2nd,","Silverview: A Novel early, good, great, slow, extraneous, hard, well, rich, deep, 2nd,",https://www.amazon.com/Silverview-Novel-John-Carr%C3%A9/dp/0593490592/ref=sr_1_9?qid=1636075278&s=books&sr=1-9,"Mystery, Thriller & Suspense","John le Carré, ",https://m.media-amazon.com/images/I/91tjTEpgh6L._AC_UY218_.jpg
Verity,"bad, handsome, dark, twisty, large, unbelievable, real, wrong, autobiographical, convoluted,","Verity bad, handsome, dark, twisty, large, unbelievable, real, wrong, autobiographical, convoluted,",https://www.amazon.com/Verity-Colleen-Hoover/dp/1791392792/ref=sr_1_11?qid=1636075278&s=books&sr=1-11,"Mystery, Thriller & Suspense","Colleen Hoover, ",https://m.media-amazon.com/images/I/615IUDTbGDL._AC_UY218_.jpg
Project Hail Mary,"new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,","Project Hail Mary new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,",https://www.amazon.com/Project-Hail-Mary/dp/B08GB58KD5/ref=sr_1_12?qid=1636075278&s=books&sr=1-12,"Mystery, Thriller & Suspense","Andy Weir, ",https://m.media-amazon.com/images/I/91vS2L5YfEL._AC_UY218_.jpg
Billy Summers,"big, tired, recent, wrong, trump, non, fantastic, decent, mediocre, painful,","Billy Summers big, tired, recent, wrong, trump, non, fantastic, decent, mediocre, painful,",https://www.amazon.com/Billy-Summers/dp/B08V9HZGJP/ref=sr_1_13?qid=1636075278&s=books&sr=1-13,"Mystery, Thriller & Suspense","Stephen King, ",https://m.media-amazon.com/images/I/91C2sO0dNqS._AC_UY218_.jpg
To Kill a Mockingbird,"american, great, right, particular, awful, jagged, surprised, cheap, noble, avid,","To Kill a Mockingbird american, great, right, particular, awful, jagged, surprised, cheap, noble, avid,",https://www.amazon.com/Kill-Mockingbird-Harper-Lee/dp/0060935464/ref=sr_1_14?qid=1636075278&s=books&sr=1-14,"Mystery, Thriller & Suspense","Harper Lee, ",https://m.media-amazon.com/images/I/81aY1lxk+9L._AC_UY218_.jpg
Harlem Shuffle: A Novel,"true, cohesive, superior, huge, rich, riveting, sympathetic, likable, flawed, wealthy,","Harlem Shuffle: A Novel true, cohesive, superior, huge, rich, riveting, sympathetic, likable, flawed, wealthy,",https://www.amazon.com/Harlem-Shuffle-Novel-Colson-Whitehead/dp/0385545134/ref=sr_1_15?qid=1636075278&s=books&sr=1-15,"Mystery, Thriller & Suspense","Colson Whitehead, ",https://m.media-amazon.com/images/I/51D2vmAUeIL._AC_UY218_.jpg
The Seven Husbands of Evelyn Hugo: A Novel,"bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,","The Seven Husbands of Evelyn Hugo: A Novel bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,",https://www.amazon.com/Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=sr_1_1?qid=1636075415&s=books&sr=1-1,LGBTQ+ Books,"Taylor Jenkins Reid, ",https://m.media-amazon.com/images/I/716Tlym5yRL._AC_UY218_.jpg
